scope,start_utc,end_utc,raw_rows,dedup_rows,sdg_labeled_articles,article_sdg_mentions,mean_sdgs_per_article
full_2024_2025,2024-01-01T00:00:00+00:00,2025-12-31T23:59:59+00:00,495520,495520,158647,182719,1.15
